income,emi,expense,savings,emergency_fund,dependents,loans,insurance,risk
91310,37412,57734,349937,22228,3,4,2,1
150800,29545,106636,474902,192828,3,2,1,0
158817,1245,127408,112143,155925,0,0,1,1
73049,58182,143873,228953,170821,1,2,0,1
5364,34568,17436,348857,157826,2,0,0,1
68295,12638,79409,249720,126839,4,4,0,0
192167,64947,80880,4507,103134,4,1,2,1
32213,55954,67450,397693,62222,3,0,0,1
17755,865,43371,235132,142326,2,0,2,0
33343,69306,15829,34381,111451,1,4,0,1
179378,58418,10148,394970,26745,2,1,0,0
65653,61521,88315,293219,161769,4,0,0,1
108107,51529,21009,178168,150616,0,1,2,0
73122,68184,97228,335087,80770,3,0,0,1
193210,42503,67893,177265,61358,1,1,1,0
195128,58706,92806,55006,87238,2,3,1,1
50798,77271,40177,489464,128022,4,0,2,1
58450,47928,132640,354547,176454,2,0,2,1
115189,17290,141436,319065,19797,3,4,0,1
21105,7939,89472,173101,146935,1,2,0,1
51940,77947,95001,234824,150714,3,3,0,1
53002,25017,89064,381838,144385,3,1,2,0
86060,13285,132970,22694,166846,1,0,0,1
160384,14080,90618,112945,108397,2,1,2,1
137669,11600,144819,341559,155887,4,4,0,0
29714,18890,145797,436421,151756,4,2,1,1
76667,62894,71305,143684,168161,1,1,1,1
85720,15261,30372,317499,98560,0,0,1,0
179104,78233,51420,97243,129380,0,0,0,1
10167,432,79687,244288,71947,4,0,0,1
196256,65792,43439,164329,175746,0,2,2,0
173369,54273,44743,199824,79803,3,4,0,0
92483,2963,129217,465538,144938,0,1,0,0
110649,32813,76729,453902,4512,2,3,1,0
136708,3775,74591,209633,11351,0,3,0,0
133381,69180,91678,73309,10778,1,4,1,1
41382,75787,33341,470430,145439,0,2,0,1
148074,59949,72543,422534,27610,3,0,2,1
70226,45167,77381,308854,16766,0,4,2,1
61221,1509,99493,427562,116850,2,4,1,0
113144,78467,11359,119119,191385,0,3,2,1
25601,19116,111013,248182,30782,3,0,2,1
129225,8080,106188,226952,121292,2,4,2,0
130291,38314,118880,362470,146903,2,3,0,0
22682,35794,69372,39477,184935,1,4,2,1
171129,40138,63024,402893,175183,2,0,1,0
181511,48926,22975,337021,77870,3,4,2,0
103066,38736,71562,302553,9834,0,0,1,0
36568,10846,146971,86038,197173,4,2,2,1
109194,4311,66888,303760,183206,1,3,2,0
87476,2580,132834,112148,188467,1,2,2,1
150707,671,43545,185151,26855,4,3,1,1
19260,65139,11074,435892,140547,0,3,2,1
168502,55479,140833,264320,84258,4,1,2,1
163187,77442,50002,57124,137682,4,0,0,1
83947,74716,20073,299395,96496,1,2,0,1
9482,72936,53284,335076,7338,4,1,0,1
141313,22821,14695,208138,14318,3,2,0,1
96891,76860,78754,347821,102320,0,0,2,1
45077,79915,145311,241504,29669,0,3,2,1
147181,26016,46943,113694,181088,4,3,1,0
128351,38985,142574,315980,99714,2,1,1,0
65848,52635,30946,459350,95852,4,0,1,1
175231,23671,67813,96748,137878,3,1,0,1
22158,27588,72576,350171,155260,3,3,1,1
89932,7973,96649,384793,11136,3,1,0,1
128168,59155,26911,916,59052,1,1,1,1
54950,56361,71451,299840,199298,3,2,1,1
51728,55401,35103,427479,50044,2,1,0,1
42271,77256,76433,213702,101999,4,2,0,1
151222,54165,73690,446880,36948,3,1,0,1
27024,39384,92912,255233,149229,3,1,0,1
93553,1756,112488,96741,189123,3,2,2,1
140607,56035,57367,238544,148190,4,4,0,0
149352,14746,112572,53251,84821,1,2,0,1
197479,27206,43822,262070,41340,3,2,0,1
107565,35157,29937,447506,177779,3,0,1,0
25047,76095,95693,100931,175963,4,2,2,1
87016,53010,48165,273672,120840,0,2,0,1
147251,12076,133911,155855,116625,4,2,0,1
84360,69835,122424,139190,56911,1,0,1,1
177864,50613,10386,485369,30020,2,1,1,0
126716,56414,65918,484497,115640,0,2,0,0
39622,2597,79519,187187,174223,3,0,0,0
127431,63832,54871,288516,192779,0,2,2,0
34048,9777,64711,167403,20968,1,1,0,0
176866,79459,60192,420919,84193,2,4,1,0
134858,22257,110588,365500,83509,1,0,0,0
27113,694,25588,192828,195157,0,3,0,0
45136,67507,57361,320991,106359,1,4,2,1
19677,27818,11868,83591,123962,0,0,0,1
60244,18526,19340,235560,22394,4,4,0,0
42405,77061,104296,317330,175311,4,1,1,1
15532,79054,76540,103021,3271,2,1,1,1
24977,74142,119920,390300,99588,4,0,2,1
10607,51939,17399,126812,156189,1,2,2,1
134851,50624,19628,393545,38619,0,2,2,0
126123,55264,104120,47850,4722,4,1,0,1
162779,41632,51476,248292,161357,2,3,2,0
31962,53934,47763,116189,110290,0,4,0,1
169342,42299,41541,335689,129188,2,1,1,0
25156,50481,83631,300053,69487,4,1,1,1
56786,68304,113606,177586,120938,3,3,2,1
137232,72577,114180,282068,111193,2,2,1,0
177055,14123,55278,360055,51999,1,0,1,0
42656,70515,11212,120385,140073,0,3,0,1
172499,31368,71160,156926,10715,0,1,0,0
31797,47573,86120,14780,37905,1,3,2,1
78391,43463,109596,247414,95018,3,4,0,1
155214,25104,18625,301343,120725,2,0,0,0
128182,20566,43205,109084,29717,0,4,0,0
43562,69110,30169,453074,21604,2,4,0,1
107537,8007,124915,231704,117419,3,2,1,1
108509,31996,39204,17152,186258,4,3,0,1
24689,50690,93251,188392,195298,3,0,2,1
54632,38031,30478,22551,48068,0,1,0,1
29395,18756,76333,466961,180378,2,1,0,1
176890,5947,137192,257591,94238,4,2,1,1
134958,13418,145905,468646,172905,4,2,1,0
80851,12834,77850,37180,134955,0,3,0,1
16695,23123,68481,73438,111491,4,0,2,1
122845,76095,64672,61821,83661,0,2,1,1
59796,44706,138554,385921,4023,4,2,1,1
33460,64680,41017,491752,92038,3,2,2,1
165449,33001,11391,196278,109388,0,2,2,0
118142,17273,116206,45647,195964,3,0,1,1
71267,799,65659,487625,7025,1,3,2,0
110928,14961,61690,52870,167207,2,0,1,1
75765,23772,140417,280943,112051,3,0,1,1
140333,69002,56553,265232,45783,3,2,2,1
77908,69109,12978,371087,9422,2,1,2,1
42743,70461,140288,129000,122778,2,3,0,1
60797,43554,64555,85350,14716,0,3,2,1
149916,36659,25522,498665,129632,2,2,2,0
106334,8524,40846,335787,191168,2,4,0,0
128182,48591,45877,84106,78018,0,0,0,1
181540,79702,102508,308979,194405,0,3,2,0
197927,67445,120454,384050,98384,3,2,0,1
118521,17140,12670,298663,44512,3,3,0,0
170334,54892,35595,188279,164512,2,4,0,0
112461,77518,84191,458007,100591,1,0,0,1
180536,496,109767,285356,20637,3,1,2,1
14884,68259,59810,129926,4761,2,1,2,1
137955,68422,84489,8381,154310,3,4,2,1
75467,42623,120724,151606,160253,4,1,2,1
88609,72666,111490,257972,71325,2,2,1,1
58546,7942,17548,377392,149368,0,4,0,0
72945,59980,66782,165301,96382,4,4,2,1
44322,27167,61667,94527,83337,4,4,2,1
27588,62901,93038,483880,162717,4,3,2,1
98697,44721,127217,331650,124338,3,0,1,1
108064,30346,133152,373913,102391,0,3,0,0
126943,33690,121233,225784,14925,3,0,0,1
81515,68258,146427,308213,100854,1,1,0,1
92273,23241,60818,151967,92307,1,4,0,0
189627,65453,32689,195428,139324,4,2,1,0
146554,48888,123884,106968,50110,4,2,1,1
44767,29550,144042,98315,95494,0,0,1,1
106489,49177,140546,252411,192573,4,2,0,1
84303,47994,77061,492280,16978,0,0,2,0
86214,44876,117954,38725,136327,3,4,0,1
58333,42459,126518,261910,36163,3,3,1,1
89730,19476,78580,251831,105576,1,2,2,0
114071,7507,78682,223009,185248,1,1,0,0
140486,62137,145009,298875,169737,1,4,0,0
6750,65018,145099,240904,136817,3,0,2,1
197608,12150,23406,150853,188489,3,4,1,0
145508,17669,137385,334154,132915,1,4,1,0
176840,25395,30202,406489,179961,3,0,2,0
108235,45510,97945,242802,70649,3,1,1,1
116860,65037,72457,166415,193461,2,1,0,0
10741,16661,107091,290834,32833,0,3,2,1
82711,57141,49023,302353,93590,4,4,2,1
116654,14440,129107,401176,22462,4,2,1,1
93952,62524,128066,177505,79364,4,3,1,1
134466,30531,24588,311560,143452,2,1,1,0
121348,28393,32076,346418,57609,0,4,1,0
60486,55162,39882,54078,58734,0,2,2,1
92985,44028,108938,118319,32543,2,3,2,1
146129,42915,61370,165229,111375,2,4,2,0
39017,56792,139198,279773,128614,2,2,0,1
136514,77339,50721,168217,10599,2,3,0,0
27149,66567,119034,180564,20951,0,0,2,1
92122,9308,69252,468361,83211,0,0,0,0
179012,79993,57113,311070,169275,0,1,0,0
55385,30653,101865,477936,125813,4,4,2,0
26381,17274,93108,235020,49892,1,0,0,1
21702,1894,40985,159359,125702,4,4,0,0
87643,67865,117631,199378,56697,3,4,1,1
84164,569,77509,123425,101126,4,2,2,1
185160,73177,48138,456526,159829,2,3,2,0
192223,49272,147980,404060,51455,4,2,1,1
176076,38333,131219,345173,39697,2,0,1,0
154105,72887,65063,288065,19340,4,2,0,1
93356,32642,35378,313011,73686,3,3,1,0
69377,54691,59063,91782,78343,4,2,1,1
75283,59567,57006,453227,141758,1,3,0,1
196791,73030,39877,249465,14026,4,1,0,1
114384,58031,149593,394962,83127,0,0,0,0
85224,23457,39960,495238,87695,2,1,2,0
33810,20092,68105,161577,28555,4,1,1,1
160223,36,103948,345851,39051,1,2,0,0
65071,73601,39873,167720,71468,1,0,1,1
126173,46638,21268,201675,113920,3,2,2,0
12887,24918,45497,355706,192081,1,4,1,1
197834,79099,126566,290690,168410,1,3,2,0
51566,28013,62132,255069,159156,3,4,2,0
146294,59965,74068,417165,16116,4,1,1,1
108100,74311,39655,188874,47632,1,4,0,1
179297,60010,28895,458998,152281,4,0,2,0
197879,23086,95637,475243,158279,1,3,0,0
71957,78506,148355,94024,81481,0,3,1,1
24346,35050,18744,417972,61596,2,0,0,1
47687,46103,72863,393807,6277,4,4,1,1
29741,37211,16869,486834,87616,4,3,2,1
171685,57016,70110,219601,34033,1,1,2,0
135842,76695,12274,346534,162887,2,1,0,0
104372,21975,24706,137046,76464,3,3,0,0
67744,17771,45053,248966,183148,2,2,2,0
60048,12026,116147,31589,108199,2,4,2,1
59708,63925,80825,51574,85548,4,1,1,1
69230,41628,50581,247174,177700,4,1,2,1
74157,32442,97235,246514,2347,2,2,1,0
198843,48135,29199,402282,101583,0,2,0,0
125787,46733,124427,148063,153625,2,1,2,1
154370,79876,69648,455884,198581,2,4,0,0
36655,43039,65255,72219,186061,4,2,2,1
108898,28371,15914,214772,27180,0,3,0,0
145988,56363,105213,420576,37805,0,1,2,0
93919,7410,91462,179340,165320,0,1,2,1
123368,43663,90903,433628,118998,4,0,1,0
64894,51444,71748,41190,40318,2,2,1,1
161640,66577,115231,161171,89900,2,4,1,1
35048,3065,143108,35814,190766,4,4,0,1
86943,21518,33052,256346,69803,4,4,0,0
72021,20043,12419,187964,121831,0,4,0,0
199941,45210,67600,378611,78497,3,4,0,0
167182,16360,93038,466383,3017,4,2,2,1
187021,58268,76320,486772,31127,4,0,0,1
185786,31921,14746,330679,65350,1,4,0,0
93913,78946,144670,10564,49725,4,4,1,1
22862,10265,72471,91080,194051,4,4,0,1
45934,6050,18484,324792,59945,3,4,1,0
171433,10315,57968,157591,9107,4,2,2,1
12971,25651,66974,494509,23446,3,4,2,1
140004,10220,77965,421424,10510,1,3,2,0
77254,13782,124780,387688,65587,0,4,0,0
86015,72746,112260,399273,128259,4,4,2,1
28259,53583,89400,296437,111581,3,1,1,1
176714,78065,36309,285428,126801,3,4,0,0
89179,62107,75049,291409,23880,3,0,0,1
75966,41366,77396,333838,136878,2,2,2,0
37599,71326,85706,9004,115018,4,0,0,1
59645,7232,64766,120601,81588,1,1,0,1
5319,4791,141401,205459,61032,4,4,0,1
187017,55609,100045,324045,5703,3,1,2,1
32676,61710,131332,220412,176512,3,2,0,1
196234,65169,78147,22075,82015,4,0,1,1
64622,54215,83973,108654,143593,4,0,1,1
43015,36845,96818,76394,175231,2,2,1,1
30230,49262,51722,439575,62796,4,3,0,1
105808,5239,101951,313030,103424,3,1,0,0
101299,34674,24497,395032,118915,3,1,1,0
110153,33826,120034,456581,84242,2,4,2,0
140431,12809,74450,300572,72790,1,2,1,0
37009,17718,26705,349762,62598,1,2,0,0
151075,30866,118563,221516,136746,2,0,1,1
162723,44291,132389,109525,194422,4,1,0,1
180403,22185,94263,229728,52107,1,2,1,0
20701,69072,138331,160482,99280,3,0,1,1
20957,48127,56008,324064,163947,4,4,2,1
95815,63822,48311,32356,3809,3,3,1,1
14465,66095,83844,196322,86889,2,0,0,1
76643,79012,144511,479064,78672,4,1,2,1
186984,26909,29659,162475,164658,0,0,1,0
17300,33370,37209,495047,20927,3,0,2,1
83413,40731,123528,223274,184839,4,4,2,1
186026,25102,25932,287858,57803,0,3,2,0
50380,29250,74686,382465,45028,0,3,2,0
18769,63042,122035,175717,193214,0,4,1,1
115939,13470,88712,118643,107417,2,4,0,1
198100,50772,111422,351444,6630,2,3,2,0
102285,42244,25021,200935,186637,3,1,1,0
177083,10355,108841,441908,180076,4,2,2,0
71951,1652,28740,265954,123743,1,4,0,0
31783,78047,19471,110771,6163,1,3,2,1
122969,48348,29154,367847,20229,3,1,1,1
26101,40391,82723,226293,190477,4,0,1,1
33460,21071,101725,320589,82208,0,3,0,1
130806,13731,87830,115871,20719,2,4,1,1
158669,67439,24551,355431,24278,1,2,0,0
32452,22725,60391,120288,113535,2,3,2,1
114733,2365,107662,43372,44134,4,4,1,1
54396,31912,66947,490913,44387,4,0,1,1
6919,42595,43298,237225,138001,0,4,1,1
42924,24240,97381,271372,21686,0,0,1,0
76725,33910,131764,161298,59099,0,2,1,1
198581,557,140878,99143,24578,3,4,0,1
77534,10129,21596,65355,12974,1,4,2,0
131794,70202,84442,152890,174318,1,4,1,1
171000,53609,40552,403552,47037,3,1,1,0
30816,15619,102479,26819,142813,1,2,2,1
161215,49695,139544,152254,9415,0,4,2,1
144192,64385,120205,18170,16259,3,1,2,1
64258,41037,21805,254599,43147,0,1,1,1
129726,76215,122909,357509,10985,0,0,0,0
87399,42923,148991,186968,85818,4,0,0,1
133165,8176,43529,449622,144013,0,3,2,0
187155,40076,30323,230502,6021,1,3,0,0
13711,63079,17904,64033,86478,3,3,0,1
8093,24918,134501,260228,92510,4,3,1,1
149352,36303,37453,371030,60695,1,4,0,0
43057,597,104655,277169,7145,3,2,0,1
113138,76025,72040,108668,198768,4,0,2,1
61815,35690,67923,167644,185102,0,4,0,0
10608,45667,65547,415701,140934,3,4,2,1
76880,57560,125063,499407,94218,3,3,2,1
22997,57003,13679,488241,40308,0,2,0,1
190010,5695,68499,23382,14235,3,4,0,1
11764,61836,41923,255033,95711,4,1,2,1
25939,18800,66440,416462,127521,0,0,0,1
192923,31688,103498,291908,32470,0,0,0,0
98778,37132,120573,120730,148933,2,0,1,1
36126,22578,116034,280027,29782,3,3,2,1
71266,56,41457,395459,186103,4,1,1,0
142625,33525,106008,44348,7273,4,1,1,1
112157,908,118352,95967,88989,4,1,1,1
54323,45320,99909,46105,161236,3,3,1,1
58281,43271,76697,459567,36534,2,1,1,1
30037,36007,37278,139344,188255,2,4,2,1
154979,71695,109468,295531,171822,2,0,2,0
141666,2460,82356,316842,101746,1,3,2,0
51798,70910,140400,157048,194188,4,1,2,1
69814,33593,125064,492492,53365,4,3,2,1
164252,48791,113700,359221,134537,4,0,0,0
32898,1919,72613,96707,111777,3,2,2,1
172721,59030,143071,145921,52800,4,0,0,1
5246,31153,15212,134411,56238,2,0,2,1
39607,52055,114509,135467,127378,2,3,2,1
139913,63197,65773,410992,118943,0,4,2,0
67601,5487,46282,226137,115447,3,0,0,0
113611,28804,21158,205229,10547,1,3,0,0
68146,50870,117761,365871,50460,2,1,1,1
40577,2921,145748,479177,180756,2,0,0,0
77828,55152,106491,223393,86569,3,0,0,1
152435,28490,132537,53806,131332,0,0,0,1
178217,63688,58581,485777,93645,2,0,2,0
119780,24016,70522,383040,185140,3,4,1,0
182171,57346,136372,206553,181134,2,4,2,1
11336,75166,27256,230517,180889,0,1,0,1
35013,79991,80258,340492,167848,4,0,0,1
142727,49923,88563,135102,89779,1,3,0,1
134157,61687,46491,226621,72115,2,0,1,0
56550,49294,31446,338723,114679,2,0,0,1
180725,52802,17549,210005,156434,2,3,1,0
190668,23016,125042,127922,92447,2,2,2,1
69325,57771,64973,145762,39107,0,4,1,1
192306,67594,21519,162187,197338,0,0,1,0
118922,69715,81835,73366,37570,1,2,1,1
108187,23434,96879,15739,66202,4,3,1,1
183517,39470,84965,387476,179693,1,3,0,0
42997,59940,107805,162776,122202,3,3,2,1
7526,24686,83339,491420,6574,2,1,1,1
82338,73432,38133,182643,79062,4,2,2,1
192854,55415,64160,316543,25298,2,4,0,0
94407,75257,72513,313241,161351,4,4,0,1
7179,2019,91455,216311,149776,3,4,1,0
21740,65263,115789,489080,195631,1,0,0,1
183219,47671,99342,281315,186764,1,0,0,0
186711,21326,145669,102840,161860,4,2,0,1
193564,31770,86762,166471,188511,1,1,1,1
5528,30314,112979,411263,19748,2,0,0,1
75441,74420,117447,464702,66896,2,4,2,1
27161,27738,144997,401679,57153,4,1,2,1
104546,41552,66271,271941,86130,1,0,2,0
113378,64796,38287,82104,161508,4,4,0,0
96205,6765,20204,223674,189016,0,2,1,0
39986,79322,104819,392159,50304,0,4,1,1
103447,39986,84095,91594,88281,0,1,0,1
146753,6984,100810,234347,186005,1,0,1,0
14114,39846,42596,104087,6907,3,2,1,1
89846,50241,28996,399263,28767,3,1,2,1
101359,30540,140251,494087,194841,3,2,2,0
108533,67546,148449,340716,26467,0,2,2,1
52606,73414,103145,180294,48115,2,4,1,1
88697,46022,50148,67764,91901,4,0,2,1
175231,42197,108941,417690,17333,0,3,2,0
167217,75675,77664,86153,93616,0,4,0,1
56030,58597,52443,128344,65464,3,0,0,1
188273,42460,10015,311901,157029,4,4,2,0
19817,9759,16412,450973,20504,4,3,2,0
140892,7835,110153,275731,57732,1,3,2,0
135104,6840,41440,35183,96172,4,3,1,1
120503,39023,49941,482209,185022,3,4,2,0
50215,47857,65476,159245,140467,0,3,1,1
51229,26639,121706,62583,159996,3,1,0,1
42594,3664,20528,159262,197105,1,1,0,0
37899,70979,27241,308355,63472,0,2,0,1
109451,77124,112908,435436,149014,4,0,2,1
182381,7274,25748,413391,11826,0,0,1,0
159562,41435,149592,223023,83106,0,3,0,1
190639,35326,15079,419054,121412,4,3,2,0
47749,36292,128192,336678,79233,2,4,0,1
68226,14901,98815,290669,20491,0,4,1,0
13078,48704,26997,473026,131940,3,2,0,1
118711,21246,44512,493776,57865,4,1,0,0
178557,50621,127363,312809,181675,2,4,1,0
154068,68811,126737,456036,824,0,1,2,0
71617,11517,113068,449570,115016,0,2,0,0
118618,9695,58582,293238,191707,3,1,2,0
28940,44406,68414,363584,156610,2,1,1,1
65481,27740,73328,465321,181715,1,4,1,0
127196,37177,76126,318675,26119,0,3,0,0
174821,44989,32106,279275,46553,0,1,1,0
6379,69306,114512,278494,99599,1,1,2,1
106584,46365,60185,133858,126525,4,2,0,0
185394,24524,19745,495417,15861,3,2,1,1
138909,74135,64380,348233,105025,1,0,1,0
163422,44397,87085,326009,55956,1,2,0,0
163795,33800,97329,471014,52284,0,4,2,0
97035,40498,41283,197241,193529,0,4,0,0
118435,5738,13098,95424,78672,4,1,0,0
122286,44411,85028,297565,132526,2,0,0,0
191340,10402,90781,36527,52181,0,2,0,1
124783,30482,93265,50126,20545,2,4,2,1
193873,13890,131284,314626,194469,4,1,2,0
76591,34722,59431,182615,42000,1,1,2,0
197261,17601,103332,385398,151586,0,4,2,0
124004,16292,38000,130439,119277,1,4,1,0
118838,4841,107204,60155,157990,1,2,1,1
116688,17443,142994,294120,143063,0,1,0,0
33715,32210,47317,327660,164434,4,2,1,1
78748,31971,60551,134273,108957,2,3,1,0
106982,46870,138396,213328,67203,0,3,0,1
42890,61401,21217,310495,33741,2,0,1,1
47903,1218,132189,109268,30105,2,2,2,1
30322,58215,147632,431494,167284,3,3,2,1
167812,7253,89311,294957,195403,0,1,0,0
154485,38485,121504,278245,8831,1,4,1,0
50924,21509,47170,43555,145734,3,0,2,1
183475,36365,72188,207132,98633,1,4,1,0
64076,75351,60151,67384,99865,3,3,2,1
195014,30143,97780,167813,157970,1,2,0,1
66768,43262,146578,20605,78590,3,3,2,1
21600,27892,79310,415017,168767,4,0,2,1
116780,70897,76177,152802,152185,3,2,1,1
90195,36818,31309,411904,28176,0,0,0,0
145488,39994,18584,124555,93302,0,1,2,0
82066,3591,103878,125407,116869,4,3,2,1
21738,2631,29056,240746,121656,4,2,2,0
42190,26014,135563,263924,190330,3,0,0,1
109875,43923,99196,2395,102449,3,0,0,1
165794,7111,103176,203400,26924,1,4,0,1
130093,4096,76555,351992,8254,2,3,0,0
142037,77000,113025,130509,32963,0,1,2,1
157566,76422,132089,3212,87594,0,3,1,1
87641,46815,93482,262783,63593,4,3,0,1
21473,34019,117598,86623,36820,2,4,2,1
178497,9387,86815,27584,44783,1,3,0,1
146929,42261,83588,410211,13580,0,0,1,0
182183,34866,90974,73401,143283,1,4,2,1
191443,42816,99460,306256,51048,2,0,1,0
75726,27289,54788,266891,45,4,1,2,1
188148,56950,29455,209896,185093,3,1,1,0
93552,46116,130461,40484,161287,4,4,2,1
51009,29605,120879,446421,168641,3,4,2,0
10400,39643,106032,127319,106960,1,4,2,1
48148,72153,132790,348222,56879,4,3,1,1
147097,18715,102943,218188,148188,0,1,0,0
138196,38051,17176,353454,195890,3,4,1,0
115623,997,130179,247439,120403,0,2,1,1
86144,61517,102693,356459,27387,2,1,0,1
146268,68860,90399,310939,51553,0,0,2,0
199155,61600,60022,134271,50897,3,1,1,1
111968,14892,149343,496678,24815,4,0,0,1
119463,14263,105347,190732,196599,3,4,1,1
152489,34609,112785,254200,164974,1,2,2,0
67233,23401,17771,434551,198521,1,4,2,0
156460,57042,63740,196945,47024,2,1,1,0
13983,19995,124587,233076,38886,1,4,1,1
99020,2673,87513,23466,92545,0,4,2,1
119579,13665,30641,425716,35797,2,3,2,0
26173,13222,28095,123554,132511,0,2,1,0
181169,53276,16928,481232,55309,0,1,0,0
121196,9404,123187,372593,27684,2,2,2,0
174118,21832,26997,296784,40491,3,0,2,0
77725,45520,72919,109869,64442,1,2,2,1
183570,61477,10244,426004,79453,1,1,2,0
76303,28390,20247,200123,190791,1,2,2,0
34583,8076,145386,28670,198623,0,4,0,1
196386,16352,135721,259291,176722,2,4,0,1
150107,16108,12853,346300,4176,3,0,2,1
142901,73927,128178,242726,40667,2,3,0,1
166615,72780,16611,350386,84612,4,3,1,0
63745,62077,95970,286608,173912,1,3,2,1
23228,60721,148458,269006,40108,4,3,0,1
163273,68578,59966,185846,10386,4,4,1,1
152765,72197,53021,381059,149333,2,3,1,0
71330,47366,82322,364462,171232,1,1,0,1
153430,61710,105326,348301,179893,0,1,2,0
33605,49616,113719,474150,171955,3,3,0,1
12450,2925,60272,5310,31817,0,0,0,1
191851,76310,25457,42311,135052,0,3,1,1
169334,947,141094,263272,79522,2,1,0,1
120245,9808,105148,446098,21725,2,0,1,0
26825,8998,46080,258815,188869,2,4,2,0
81289,71520,141029,109367,65898,4,1,1,1
141421,39963,148822,357073,153535,0,3,0,0
104811,22787,125613,488279,188499,1,4,1,0
10302,63172,48059,131980,191324,3,3,1,1
47103,48408,98771,126228,91665,4,3,0,1
123671,39823,85976,233208,179810,3,4,2,0
96787,15954,26943,40725,45434,0,3,2,1
84232,54081,76567,482517,182296,1,2,0,1
86352,17868,90989,22222,79794,4,1,2,1
59649,10223,49369,348523,69392,3,2,2,0
35755,19416,23672,476684,128145,4,0,1,0
141711,11055,97594,422643,116916,4,4,2,0
123294,10866,13889,118194,124714,2,3,2,0
160759,10995,12631,428170,137039,4,4,2,0
52664,28069,97342,14407,113926,1,4,1,1
22878,78629,53168,250396,54862,1,2,0,1
25471,60167,112229,477044,65308,1,0,0,1
14466,57324,112208,146539,75955,4,4,2,1
113718,22650,98290,77701,10683,4,3,2,1
9860,3729,41351,324888,155418,3,1,0,0
11955,65642,31662,6408,171475,1,4,2,1
151444,17279,120401,226801,185312,4,3,1,1
53481,28475,54552,199041,137930,2,0,0,0
66455,54240,84796,316736,122181,3,2,2,1
21488,58841,128521,393611,183741,3,2,1,1
181978,59332,52628,283496,82971,1,2,0,0
193137,8539,142335,406521,53817,0,1,0,0
166696,56132,135701,105494,52979,2,2,0,1
71558,24331,77573,129473,177398,3,0,1,1
47597,63238,94238,435935,41751,2,1,1,1
99524,29992,73825,140594,130475,4,1,1,1
48016,50672,34276,230959,72240,4,2,1,1
31567,60523,72708,126206,22560,4,4,0,1
62805,24496,101257,3515,4454,1,1,0,1
18727,69070,109059,124564,117213,3,1,0,1
64799,21330,149374,471659,107288,1,3,2,0
178341,79781,16457,399965,33064,0,1,0,0
165353,31821,79918,213057,90179,0,3,2,0
75605,19623,54440,344571,138776,2,4,1,0
115373,6565,14870,18909,9117,2,2,0,1
25128,69001,10440,454171,180685,3,3,0,1
155619,5,17038,268558,69506,2,2,1,0
38948,20875,23057,32400,68607,1,0,2,1
51612,9428,75195,204767,89846,4,0,0,0
174361,76948,68951,11755,117985,1,2,0,1
22175,74727,75687,347127,155360,3,0,2,1
73513,29022,142731,57941,169002,1,0,2,1
149358,69139,122076,55916,148672,3,3,0,1
190217,46619,91049,201750,157786,2,2,1,0
198885,44852,14595,95930,146474,1,3,0,0
178795,51322,29405,58122,128909,2,1,2,1
140971,28582,77471,123513,173285,2,1,1,1
129698,37830,148138,10712,81527,0,0,1,1
92185,30806,22210,36972,34136,1,1,1,1
178549,79180,80453,347548,144296,4,0,2,0
153388,53389,148312,359239,68774,2,0,2,0
112026,27597,84289,431613,164141,0,2,1,0
174269,48634,40041,400464,85365,3,2,2,0
40247,75922,141506,62982,65180,2,4,1,1
88824,3959,57289,404359,170665,3,1,0,0
40481,77097,32578,406003,72048,3,4,2,1
196741,19930,105737,280831,183905,4,2,1,0
101368,45891,56901,476728,103912,3,0,0,0
22974,22388,90591,252990,18615,0,1,0,1
57798,72776,146772,169911,10248,3,3,0,1
22177,19483,53815,300677,26,3,2,0,1
191175,52253,114913,42082,147330,3,2,0,1
20389,27685,31797,374119,97169,3,4,1,1
198979,7188,33696,2024,167057,0,4,1,1
199187,7370,27903,163571,97904,3,0,0,0
93377,70402,47822,369556,51222,0,2,0,1
114366,63853,133794,153405,147030,2,2,2,1
14675,31661,74289,17184,47963,1,3,2,1
67814,36025,131246,339749,132053,4,0,0,0
161659,77192,130591,346655,9665,1,2,1,0
161257,75911,102643,292628,101165,2,3,1,0
30835,53790,19643,337990,150023,0,1,0,1
57275,76068,99001,152363,42448,4,2,2,1
6766,3549,117938,389817,48328,4,2,1,1
49763,20765,54787,382819,7425,1,3,0,0
46457,79741,141776,5452,111153,1,2,0,1
145638,7501,11845,119342,39181,4,2,2,0
39404,22564,107898,450651,18227,0,3,1,0
76074,21699,118621,405670,179289,3,1,0,0
109959,26485,69967,359947,129745,4,4,1,0
64263,18675,130155,60664,155752,2,0,2,1
139464,62257,77804,300544,167623,0,1,1,0
10969,8981,64091,107154,24408,1,2,0,1
187177,61050,13657,283374,149752,3,4,2,0
143939,78542,14329,481303,35865,4,1,1,0
125185,66252,89386,118728,132783,1,0,1,1
58270,71622,65535,255560,16220,0,3,2,1
25010,68358,106190,115795,180523,0,0,2,1
147220,27494,85093,314096,36719,1,0,0,0
186905,14039,77839,310075,39925,3,1,1,1
92745,42287,117252,172855,109323,3,3,1,1
194656,12803,128819,355505,13698,0,0,2,0
18117,56381,58786,113005,66480,1,2,0,1
97529,73905,110919,345677,163021,0,3,2,1
74407,73809,27229,420601,42176,1,4,1,1
102289,7802,12263,420129,57788,3,2,0,0
174598,45344,132819,412230,73352,4,1,2,1
